AgentID;Distance
0;19.613509182427062
0;97.06112275492464
0;102.09091844152923
0;11.419549942434022
0;50.73040679072703
0;46.06540599641372
0;23.17161621855322
0;32.846200456477625
0;19.16356218712261
0;17.142790937114288
0;259.22826768989256
0;11.98752703562321
0;153.7037517902897
0;36.82234990342307
0;13.695630008191522
0;53.47233137492331
0;11.307233732199917
0;11.913282840162369
0;44.91902227887881
0;8.558255891792635
0;29.97226223046952
0;73.98504269390425
0;74.07040439130908
0;111.43050969758346
0;37.97002246427179
0;41.27114654577678
0;12.987158493193828
0;92.61644436578638
0;59.18431394751633
0;101.55721480337138
0;131.32230144350214
0;131.32230144350214
0;101.55721480337138
0;78.00815203576927
0;73.94835328776705
0;76.67547868469703
0;78.81932461318713
0;23.997073062808624
0;60.630359542010424
0;107.2315861951756
0;12.664714044980368
0;85.8365707844775
0;10.187992275466742
0;12.321224759035903
0;7.659142548727644
0;18.11608029051255
0;155.5370000629862
0;56.47449413104723
0;14.014999814777898
0;14.20778436611047
0;49.216256615740434
0;236.53529935113622
0;52.41753965883404
0;44.17014289256634
0;7.849571817275618
0;22.017639437649077
0;10.792986172893116
0;37.87460774179947
0;22.154215536604102
0;3.62646387724186
0;66.76944384427586
0;26.730723207005774
0;11.280499123276513
0;54.07071258962273
0;114.79089796931706
0;95.66083859982606
2;11.16782898065891
2;29.123481088550598
0;73.59260169874025
2;48.65143842750658
2;10.31225444541269
0;24.34580380228119
2;57.835764931917325
0;29.361331767683858
0;18.980011504738965
0;61.29872410238707
2;72.22384996573457
0;8.550650621897466
0;33.825274701710256
0;16.700666228113104
2;65.16805424443443
0;28.819287209112268
0;4.626898854265549
0;64.87600338733432
2;142.85666445949633
0;29.138124644272118
0;21.56993826595017
0;21.67293753490383
0;141.1658591967883
2;116.99192375418671
0;141.1658591967883
2;83.00336090520715
0;21.67293753490383
0;21.56993826595017
0;29.138124644272118
0;35.73915661329936
2;73.95381489032376
0;24.14433630512711
0;10.51469873085549
0;29.151679566149898
2;74.28134220913022
0;62.697224289949105
0;64.79004953195887
2;102.19087352848742
0;48.94467717179544
0;13.034482972531462
0;69.98760950227715
0;38.89808351792881
2;73.71398689417317
0;77.82376267306543
0;52.46828446241891
2;154.097913166053
0;57.41589413292903
0;32.56179598253466
0;10.133863826234634
0;119.73689917307932
2;60.61341262937958
2;56.240796030653534
2;56.240796030653534
2;60.61341262937958
2;17.543644565672924
2;59.473025008016904
2;155.55559951308055
2;75.75258230062568
2;104.93336713494433
2;104.06992385922737
2;72.8024556075468
2;14.132824503455703
2;19.84385872839762
2;60.84482751145878
2;14.18138988980565
2;22.63520918988618
2;23.453057331892204
2;124.35589146065249
2;16.822300388358542
2;68.49074632015434
2;10.727415579920255
2;13.042371938642624
2;83.12209964755849
2;14.333163967325577
