customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY
204;AP22376296;30.03.2014 15:31;30.03.2014 15:32;476917.8764;5552550.367;476504.7771;5552521.771
205;AP22376296;30.03.2014 15:31;30.03.2014 15:32;476400.722;5552223.001;476253.2553;5552586.009
206;AP22382258;30.03.2014 19:48;30.03.2014 19:52;476209.2943;5552231.207;476234.3138;5552583.539
207;AP22382258;30.03.2014 19:48;30.03.2014 19:52;476235.0879;5552386.771;476029.0868;5552190.576
208;AP22397541;31.03.2014 17:42;01.04.2014 16:05;476750.115;5552577.088;476762.875;5552995.015
209;AP22397541;31.03.2014 17:42;01.04.2014 16:05;476532.6308;5552787.169;476531.6718;5552504.683
210;AP22402523;31.03.2014 21:53;31.03.2014 22:10;476863.2866;5552921.941;476920.0662;5552818.356
211;AP22402523;31.03.2014 21:53;31.03.2014 22:10;476775.836;5552694.795;476787.3563;5552371.859
212;AP22412146;01.04.2014 14:17;01.04.2014 15:26;476381.3695;5552412.059;476184.7881;5552318.812
213;AP22412146;01.04.2014 14:17;01.04.2014 15:26;476675.5665;5552560.971;476590.4904;5552258.838
214;AP22423876;02.04.2014 07:30;02.04.2014 07:43;476644.9537;5552287.615;476359.8191;5552407.44
215;AP22423876;02.04.2014 07:30;02.04.2014 07:43;476490.6838;5552731.891;476531.5685;5552496.793
216;AP22434426;02.04.2014 16:09;02.04.2014 18:24;476527.9885;5552526.829;476213.5148;5552576.542
217;AP22434426;02.04.2014 16:09;02.04.2014 18:24;476527.2432;5552348.613;476153.826;5552363.852
218;AP22437940;02.04.2014 18:08;02.04.2014 21:16;476327.3479;5552371.655;476274.8751;5552393.757
219;AP22437940;02.04.2014 18:08;02.04.2014 21:16;476925.0696;5552514.64;476039.9534;5552368.835
220;AP22439793;02.04.2014 19:02;02.04.2014 19:59;476441.2158;5552507.918;476050.8346;5552424.513
221;AP22439793;02.04.2014 19:02;02.04.2014 19:59;476204.9282;5552378.264;476335.9851;5552250.533
222;AP22447536;03.04.2014 08:39;03.04.2014 10:17;476730.3394;5552572.813;476853.7546;5552499.714
223;AP22447536;03.04.2014 08:39;03.04.2014 10:17;476855.3848;5553035.236;476527.3921;5552437.172
224;AP22450278;03.04.2014 10:44;03.04.2014 11:04;476347.9461;5552404.895;476716.6796;5552436.099
225;AP22450278;03.04.2014 10:44;03.04.2014 11:04;476360.2362;5552493.155;476635.3312;5552758.03
226;AP22462432;03.04.2014 19:17;03.04.2014 19:50;476347.3419;5552277.942;476795.2226;5552586.29
227;AP22462432;03.04.2014 19:17;03.04.2014 19:50;476383.9523;5552412.612;476310.4513;5552310.04
228;AP22489272;05.04.2014 17:16;05.04.2014 17:57;476270.4867;5552243.704;476434.3298;5552234.943
229;AP22489272;05.04.2014 17:16;05.04.2014 17:57;476316.5832;5552416.16;476428.2888;5552271.308
230;AP22520162;07.04.2014 18:20;07.04.2014 18:44;476495.6155;5552433.905;476549.6319;5552838.452
231;AP22520162;07.04.2014 18:20;07.04.2014 18:44;476375.1843;5552233.942;476505.2985;5552763.383
232;AP22520559;07.04.2014 18:31;07.04.2014 18:32;476920.6828;5552536.429;476905.1182;5552762.356
233;AP22520559;07.04.2014 18:31;07.04.2014 18:32;476427.8978;5552550.941;476642.7662;5552759.678
234;AP22520589;07.04.2014 18:32;07.04.2014 18:33;476798.5164;5552699.572;476413.5696;5552508.001
235;AP22520589;07.04.2014 18:32;07.04.2014 18:33;476686.0023;5552467.542;476605.571;5552655.699
236;AP22521886;07.04.2014 19:16;07.04.2014 19:20;476492.6764;5552736.185;476715.9254;5552681
237;AP22521886;07.04.2014 19:16;07.04.2014 19:20;476519.4279;5552793.831;476643.514;5552554.042
238;AP22533175;08.04.2014 13:16;08.04.2014 14:04;476407.5221;5552500.576;476345.1231;5552287.779
239;AP22533175;08.04.2014 13:16;08.04.2014 14:04;476369.6673;5552494.49;476032.4027;5552422.681
240;AP22540720;08.04.2014 21:47;08.04.2014 21:54;475930.2594;5552397.863;476436.9823;5552218.976
241;AP22540720;08.04.2014 21:47;08.04.2014 21:54;476399.0655;5552489.668;476060.6497;5552398.967
242;AP22556685;09.04.2014 19:54;09.04.2014 20:07;476228.493;5552582.78;476029.6377;5552325.408
243;AP22556685;09.04.2014 19:54;09.04.2014 20:07;476232.8831;5552236.025;476219.096;5552521.52
244;AP22561983;10.04.2014 08:29;10.04.2014 08:29;476284.7686;5552268.477;476567.8313;5552359.457
245;AP22561983;10.04.2014 08:29;10.04.2014 08:29;476293.1113;5552519.246;476313.1111;5552310.517
246;AP22585592;11.04.2014 12:53;11.04.2014 13:29;476688.8941;5552266.347;476800.2211;5552441.02
247;AP22585592;11.04.2014 12:53;11.04.2014 13:29;476671.1774;5552395.845;476884.3395;5552604.086
248;AP22598158;12.04.2014 00:13;12.04.2014 00:34;476305.962;5552485.464;476277.5224;5552394.117
249;AP22598158;12.04.2014 00:13;12.04.2014 00:34;476399.0703;5552490.254;476428.3635;5552211.159
250;AP22620758;13.04.2014 11:24;13.04.2014 11:29;476370.3829;5552409.704;476605.8011;5552652.336
251;AP22620758;13.04.2014 11:24;13.04.2014 11:29;476171.4526;5552368.823;476435.679;5552574.26
252;AP22622651;13.04.2014 13:23;13.04.2014 16:16;476601.5772;5552259.691;476698.3529;5552317.637
253;AP22622651;13.04.2014 13:23;13.04.2014 16:16;476574.6801;5552447.998;476438.9049;5552613.158
